# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	95051	95380	+	LPARA_00094		hypothetical protein	RefSeq:WP_003573065.1, SO:0001217, UniParc:UPI0000510F97, UniRef:UniRef100_Q03CP4, UniRef:UniRef50_Q03CP4, UniRef:UniRef90_Q03CP4
contig_1	cds	95453	96439	-	LPARA_00095		DUF805 domain-containing protein	RefSeq:WP_016374259.1, SO:0001217, UniParc:UPI0003438259, UniRef:UniRef100_S2SHT6, UniRef:UniRef50_A0A826HL80, UniRef:UniRef90_A0A826HL80
contig_1	cds	96580	98040	-	LPARA_00096		Mga helix-turn-helix domain-containing protein	RefSeq:WP_004559700.1, SO:0001217, UniParc:UPI00020424C9, UniRef:UniRef100_A0A0E2LU24, UniRef:UniRef50_Q03CP6, UniRef:UniRef90_Q03CP6
contig_1	cds	98037	98270	-	LPARA_00097		hypothetical protein	RefSeq:WP_003562813.1, SO:0001217, UniParc:UPI0000510F9A, UniRef:UniRef100_Q03CP7, UniRef:UniRef50_Q03CP7, UniRef:UniRef90_Q03CP7
contig_1	cds	98495	99574	-	LPARA_00098		Cell surface protein	RefSeq:WP_003597129.1, SO:0001217, UniParc:UPI0002984951, UniRef:UniRef100_A0A0K1KW25, UniRef:UniRef50_A0A806EWG8, UniRef:UniRef90_A0A806EWG8
contig_1	cds	99699	100442	-	LPARA_00099		Cell surface protein	RefSeq:WP_003568704.1, SO:0001217, UniParc:UPI0001977AB0, UniRef:UniRef100_A0A826HKR4, UniRef:UniRef50_C9A9Q5, UniRef:UniRef90_Q03CP9
contig_1	cds	100594	101367	-	LPARA_00100		WxL domain-containing protein	RefSeq:WP_016385025.1, SO:0001217, UniParc:UPI000343927C, UniRef:UniRef100_S2NSM9, UniRef:UniRef50_A0A422M9M0, UniRef:UniRef90_A0A422M9M0
contig_1	cds	101371	101730	-	LPARA_00101		Cell surface complex protein	RefSeq:WP_003597121.1, SO:0001217, UniParc:UPI0002975C5D, UniRef:UniRef100_A0A422M9J6, UniRef:UniRef50_Q03CQ1, UniRef:UniRef90_Q03CQ1
contig_1	cds	101746	103788	-	LPARA_00102		WxL domain-containing protein	SO:0001217, UniParc:UPI000343EFE8, UniRef:UniRef100_A0AAP9HE58, UniRef:UniRef50_Q03CQ2, UniRef:UniRef90_Q03CQ2
contig_1	cds	104144	104719	+	LPARA_00103		N-acetyltransferase domain-containing protein	RefSeq:WP_003662106.1, SO:0001217, UniParc:UPI00019C8AD4, UniRef:UniRef100_A0A806L4L9, UniRef:UniRef50_A0A0R2MRP2, UniRef:UniRef90_Q03CQ3
contig_1	cds	104973	105269	-	LPARA_00104		Phosphatidate cytidylyltransferase	RefSeq:WP_003582991.1, SO:0001217, UniParc:UPI000297CF43, UniRef:UniRef100_A0A829H092, UniRef:UniRef50_Q03CQ4, UniRef:UniRef90_Q03CQ4
contig_1	cds	105462	106436	+	LPARA_00105	gloA	Putative ring-cleaving dioxygenase MhqA	COG:COG0346, COG:Q, KEGG:K15975, RefSeq:WP_003582989.1, SO:0001217, UniParc:UPI0000E566EA, UniRef:UniRef100_Q03CQ5, UniRef:UniRef50_A0A0D1K8P7, UniRef:UniRef90_A0A422M9K8
contig_1	cds	106508	106831	-	LPARA_00106		hypothetical protein	KEGG:K09004, PFAM:PF02635.20, RefSeq:WP_003573038.1, SO:0001217, UniParc:UPI0000E566E9, UniRef:UniRef100_Q03CQ6, UniRef:UniRef50_Q03CQ6, UniRef:UniRef90_Q03CQ6
contig_1	cds	106972	108429	-	LPARA_00107	nCS2	Xanthine/uracil/vitamin C permease	COG:COG2252, COG:F, KEGG:K06901, RefSeq:WP_003562776.1, SO:0001217, UniParc:UPI0000E566E8, UniRef:UniRef100_Q03CQ7, UniRef:UniRef50_A1A031, UniRef:UniRef90_Q03CQ7
contig_1	cds	108624	108974	+	LPARA_00108		DUF1516 domain-containing protein	RefSeq:WP_003577358.1, SO:0001217, UniParc:UPI0002983CEA, UniRef:UniRef100_A0A0E2LUH6, UniRef:UniRef50_Q03CQ8, UniRef:UniRef90_Q03CQ8
contig_1	cds	109146	109508	+	LPARA_00109		Integral membrane protein	KEGG:K08987, RefSeq:WP_016374894.1, SO:0001217, UniParc:UPI0003436E3A, UniRef:UniRef100_A0A0C9QEX6, UniRef:UniRef50_R2RNV2, UniRef:UniRef90_S2NAD9
contig_1	cds	109633	110565	-	LPARA_00110		Alcohol dehydrogenase-like C-terminal domain-containing protein	RefSeq:WP_011674001.1, SO:0001217, UniParc:UPI0000510B8F, UniRef:UniRef100_Q03CR0, UniRef:UniRef50_A0A826HUY8, UniRef:UniRef90_A0A826HUY8
contig_1	cds	110676	111182	+	LPARA_00111		HTH marR-type domain-containing protein	RefSeq:WP_003592709.1, SO:0001217, UniParc:UPI0000510B90, UniRef:UniRef100_Q03CR1, UniRef:UniRef50_A0A8B3GUE8, UniRef:UniRef90_A0A8B3GUE8
contig_1	cds	111344	111640	+	LPARA_00112		hypothetical protein	RefSeq:WP_003592707.1, SO:0001217, UniParc:UPI0000510B91, UniRef:UniRef100_Q03CR2, UniRef:UniRef90_Q03CR2
contig_1	cds	111723	112724	-	LPARA_00113	ldhA	D-2-hydroxyisocaproate dehydrogenase	BlastRules:WP_003577354, COG:CHR, COG:COG1052, EC:1.1.1.-, EC:1.1.1.345, GO:0008720, GO:0051287, GO:0097256, RefSeq:WP_003573025.1, SO:0001217, UniParc:UPI000176ACA8, UniRef:UniRef100_A0A291IZJ3, UniRef:UniRef50_P17584, UniRef:UniRef90_P17584
contig_1	cds	112791	113282	-	LPARA_00114		Methylated-DNA--[protein]-cysteine S-methyltransferase	RefSeq:WP_003592704.1, SO:0001217, UniParc:UPI0000510B93, UniRef:UniRef100_Q03CR4, UniRef:UniRef50_C2JTG6, UniRef:UniRef90_A0A0K1KW04
contig_1	cds	113456	114529	+	LPARA_00115	ddl	D-alanine--D-alanine ligase	COG:COG1181, COG:MR, EC:6.3.2.4, GO:0005524, GO:0005737, GO:0008360, GO:0008716, GO:0009252, GO:0046872, GO:0071555, RefSeq:WP_003562759.1, SO:0001217, UniParc:UPI0000510B94, UniRef:UniRef100_Q03CR5, UniRef:UniRef50_Q03CR5, UniRef:UniRef90_Q03CR5
contig_1	cds	114683	114934	-	LPARA_00116		Elongation factor Tu	RefSeq:WP_003573020.1, SO:0001217, UniParc:UPI0000510B95, UniRef:UniRef100_Q03CR6, UniRef:UniRef50_Q03CR6, UniRef:UniRef90_Q03CR6
contig_1	cds	115156	116232	+	LPARA_00117		Muramoyltetrapeptide carboxypeptidase	EC:3.4.17.13, KEGG:K01297, RefSeq:WP_016385028.1, SO:0001217, UniParc:UPI00034374E0, UniRef:UniRef100_UPI00034374E0, UniRef:UniRef50_M1MQZ4, UniRef:UniRef90_A0A8E0M2X8
contig_1	cds	116450	117430	+	LPARA_00118		Membrane-associated phospholipid phosphatase	RefSeq:WP_016366148.1, SO:0001217, UniParc:UPI0002E1B6D5, UniRef:UniRef100_A0A806LEH2, UniRef:UniRef50_Q03CR8, UniRef:UniRef90_Q03CR8
contig_1	cds	117620	117904	+	LPARA_00119		DUF2089 domain-containing protein	RefSeq:WP_003577349.1, SO:0001217, UniParc:UPI0001977756, UniRef:UniRef100_A0A1Y2KPZ7, UniRef:UniRef50_Q03CR9, UniRef:UniRef90_Q03CR9
contig_1	cds	117897	118007	+	LPARA_00120		(pseudo) Integral membrane protein	SO:0001217, UniRef:UniRef50_Q03CS0, UniRef:UniRef90_Q03CS0
contig_1	cds	118053	118175	+	LPARA_00121		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_S2R0L8, UniRef:UniRef90_S2R0L8
contig_1	cds	118863	120224	+	LPARA_00122		FAD-binding PCMH-type domain-containing protein	RefSeq:WP_016385030.1, SO:0001217, UniParc:UPI000343E0FF, UniRef:UniRef100_UPI000343E0FF, UniRef:UniRef50_A0A422M0K3, UniRef:UniRef90_A0A806DZ93
contig_1	cds	120458	121222	-	LPARA_00123		Diadenosine tetraphosphatase related serine/threonine protein phosphatase	RefSeq:WP_003573012.1, SO:0001217, UniParc:UPI00029784F6, UniRef:UniRef100_UPI00029784F6, UniRef:UniRef50_Q03CS3, UniRef:UniRef90_Q03CS3
contig_1	cds	121382	122731	-	LPARA_00124		PA domain-containing protein	RefSeq:WP_016385031.1, SO:0001217, UniParc:UPI0003434397, UniRef:UniRef100_UPI0003434397, UniRef:UniRef50_A0A0R1MWV9, UniRef:UniRef90_A0A826HKN8
contig_1	cds	123059	123667	+	LPARA_00125		Transcriptional regulator, xre family	SO:0001217, UniRef:UniRef50_Q03CS6, UniRef:UniRef90_Q03CS6
contig_1	cds	123630	123752	-	LPARA_00126		hypothetical protein	SO:0001217, UniParc:UPI000D4022C4, UniRef:UniRef100_A0A422L9G6, UniRef:UniRef50_A0A422LYT4, UniRef:UniRef90_A0A422LYT4
contig_1	cds	123979	126162	-	LPARA_00127	nrdD	anaerobic ribonucleoside-triphosphate reductase	COG:COG1328, COG:F, EC:1.1.98.6, EC:1.17.4.2, GO:0006260, GO:0008998, KEGG:K21636, RefSeq:WP_003573004.1, SO:0001217, UniParc:UPI00019C8C6A, UniRef:UniRef100_A0A1V0Q702, UniRef:UniRef50_F9US18, UniRef:UniRef90_A0A5R8LNI6
contig_1	cds	126476	127237	-	LPARA_00128		ABC-type transport system involved in multi-copper enzyme maturation, permease component	RefSeq:WP_016385033.1, SO:0001217, UniParc:UPI000343CB48, UniRef:UniRef100_UPI000343CB48, UniRef:UniRef50_A0A829H0Q7, UniRef:UniRef90_A0A829H0Q7
contig_1	cds	127234	128163	-	LPARA_00129		ABC transporter ATP-binding protein	RefSeq:WP_003573002.1, SO:0001217, UniParc:UPI000176AC0C, UniRef:UniRef100_K6R1Q6, UniRef:UniRef50_R2Q9J5, UniRef:UniRef90_A0A243Q4N8
contig_1	cds	128160	128375	-	LPARA_00130		Cardiolipin synthase N-terminal domain-containing protein	RefSeq:WP_003562727.1, SO:0001217, UniParc:UPI0000511096, UniRef:UniRef100_Q03CT0, UniRef:UniRef50_Q03CT0, UniRef:UniRef90_Q03CT0
contig_1	cds	128442	129563	-	LPARA_00131		HTH cro/C1-type domain-containing protein	RefSeq:WP_016385034.1, SO:0001217, UniParc:UPI000343D125, UniRef:UniRef100_UPI000343D125, UniRef:UniRef50_A0A0R1V1Y7, UniRef:UniRef90_A0A829H0D4
contig_1	cds	130011	130889	-	LPARA_00132		Fhu operon transcription regulator	RefSeq:WP_016385035.1, SO:0001217, UniParc:UPI0003436754, UniRef:UniRef100_UPI0003436754, UniRef:UniRef50_Q03CT2, UniRef:UniRef90_Q03CT2
contig_1	cds	131134	133554	+	LPARA_00133		plasma-membrane proton-efflux P-type ATPase	EC:7.1.2.1, GO:0008553, GO:0016020, GO:0120029, RefSeq:WP_272521611.1, SO:0001217, UniParc:UPI00234BE447, UniRef:UniRef100_UPI00234BE447, UniRef:UniRef50_B1L3W6, UniRef:UniRef90_A0A422MG73
contig_1	cds	133641	133991	-	LPARA_00134		HTH arsR-type domain-containing protein	RefSeq:WP_003562714.1, SO:0001217, UniParc:UPI0000E566E2, UniRef:UniRef100_Q03CT4, UniRef:UniRef50_A0A0R1EVT2, UniRef:UniRef90_A0A422LYQ7
contig_1	cds	134086	135945	-	LPARA_00135		Lead, cadmium, zinc and mercury transportingATPase, Copper-translocatingP-type ATPase	RefSeq:WP_016369236.1, SO:0001217, UniParc:UPI000343D1F1, UniRef:UniRef100_A0A8E0ILK1, UniRef:UniRef50_A0A449BCU9, UniRef:UniRef90_S2N646
contig_1	cds	136254	137549	-	LPARA_00136	purA	adenylosuccinate synthase	COG:COG0104, COG:F, EC:6.3.4.4, GO:0000287, GO:0004019, GO:0005525, GO:0005737, GO:0006164, GO:0044208, GO:0046040, KEGG:K01939, RefSeq:WP_003562710.1, SO:0001217, UniParc:UPI000051125A, UniRef:UniRef100_Q03CT6, UniRef:UniRef50_Q03ET4, UniRef:UniRef90_Q03CT6
contig_1	cds	138034	138903	+	LPARA_00137		Transcriptional regulator	RefSeq:WP_241565068.1, SO:0001217, UniParc:UPI001F4DD470, UniRef:UniRef100_UPI001F4DD470, UniRef:UniRef50_Q03CT7, UniRef:UniRef90_Q03CT7
contig_1	cds	139141	140070	+	LPARA_00138	murQ	N-acetylmuramic acid 6-phosphate etherase	EC:4.2.1.126, GO:0009254, GO:0016835, GO:0046348, KEGG:K07106, RefSeq:WP_003577323.1, SO:0001217, UniParc:UPI0000511258, UniRef:UniRef100_Q03CT8, UniRef:UniRef50_Q88SB0, UniRef:UniRef90_Q03CT8
contig_1	cds	140057	142048	+	LPARA_00139		PTS system IIB component, Glc family / PTS system IIC component, Glc family / PTS system IIA component, Glc family	RefSeq:WP_272521618.1, SO:0001217, UniParc:UPI00234983B6, UniRef:UniRef100_UPI00234983B6, UniRef:UniRef50_S2XY73, UniRef:UniRef90_Q03CT9
contig_1	cds	142516	143679	-	LPARA_00140		hypothetical protein	SO:0001217, UniRef:UniRef50_Q03CU0, UniRef:UniRef90_UPI000D3BECDD
contig_1	cds	143745	145133	-	LPARA_00141	dnaB	replicative DNA helicase	COG:COG0305, COG:L, EC:3.6.4.12, EC:5.6.2.3, GO:0003677, GO:0003678, GO:0005524, GO:0006260, KEGG:K02314, RefSeq:WP_003562690.1, SO:0001217, UniParc:UPI0000511255, UniRef:UniRef100_Q03CU1, UniRef:UniRef50_Q9X4C9, UniRef:UniRef90_Q03CU1
contig_1	cds	145375	145830	-	LPARA_00142	rplI	50S ribosomal protein L9	COG:COG0359, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, KEGG:K02939, RefSeq:WP_003562688.1, SO:0001217, UniParc:UPI0000511254, UniRef:UniRef100_Q03CU2, UniRef:UniRef50_Q03UC7, UniRef:UniRef90_Q03CU2
contig_1	cds	145846	147852	-	LPARA_00143	gdpP	Cyclic-di-AMP phosphodiesterase	COG:COG3887, COG:T, EC:3.1.4.59, KEGG:K22927, RefSeq:WP_003562684.1, SO:0001217, UniParc:UPI000197A548, UniRef:UniRef100_S4ZJY0, UniRef:UniRef50_A0A023CYU8, UniRef:UniRef90_Q03CU3
contig_1	cds	148164	148463	-	LPARA_00144		hypothetical protein	RefSeq:WP_003577316.1, SO:0001217, UniParc:UPI00005112A5, UniRef:UniRef100_Q03CV0, UniRef:UniRef50_Q03CV0, UniRef:UniRef90_Q03CV0
contig_1	cds	148549	149136	-	LPARA_00145		Phospholipase A2 family enzyme	RefSeq:WP_016385040.1, SO:0001217, UniParc:UPI0003434292, UniRef:UniRef100_UPI0003434292, UniRef:UniRef50_Q03CV1, UniRef:UniRef90_A0AAP9HFA7
contig_1	cds	149472	150338	-	LPARA_00146	eamA	EamA domain-containing protein	RefSeq:WP_016385041.1, SO:0001217, UniParc:UPI000343AEBE, UniRef:UniRef100_UPI000343AEBE, UniRef:UniRef50_A0AAN1C680, UniRef:UniRef90_A0A826HNA1
contig_1	cds	150331	150744	-	LPARA_00147		ADP-ribose pyrophosphatase	RefSeq:WP_003572982.1, SO:0001217, UniParc:UPI00005112A1, UniRef:UniRef100_Q03CV4, UniRef:UniRef50_Q03CV4, UniRef:UniRef90_Q03CV4
contig_1	cds	151031	151408	-	LPARA_00148		hypothetical protein	RefSeq:WP_003562673.1, SO:0001217, UniParc:UPI0000E566DC, UniRef:UniRef100_Q03CV5, UniRef:UniRef50_Q03CV5, UniRef:UniRef90_Q03CV5
contig_1	cds	151604	152662	-	LPARA_00149	asd	aspartate-semialdehyde dehydrogenase	COG:COG0136, COG:E, EC:1.2.1.11, GO:0004073, GO:0008652, GO:0016620, GO:0051287, KEGG:K00133, RefSeq:WP_016385042.1, SO:0001217, UniParc:UPI00034347F6, UniRef:UniRef100_UPI00034347F6, UniRef:UniRef50_Q04797, UniRef:UniRef90_Q03CV7
contig_1	cds	152666	153673	-	LPARA_00150	dapF	diaminopimelate epimerase	EC:5.1.1.7, GO:0008837, GO:0009089, KEGG:K01778, RefSeq:WP_016385043.1, SO:0001217, UniParc:UPI0003433995, UniRef:UniRef100_UPI0003433995, UniRef:UniRef50_Q88V90, UniRef:UniRef90_S2N895
contig_1	cds	153675	155054	-	LPARA_00151	metL1	aspartate kinase	COG:COG0527, COG:E, EC:2.7.2.4, GO:0004072, GO:0009089, RefSeq:WP_003582921.1, SO:0001217, UniParc:UPI000297488E, UniRef:UniRef100_A0A2S3UB44, UniRef:UniRef50_G2KTT9, UniRef:UniRef90_Q03CV9
contig_1	ncRNA-region	155492	155671	+			Lysine riboswitch aptamer	RFAM:RF00168, SO:0000035
contig_1	cds	155770	157116	+	LPARA_00152	lysA	diaminopimelate decarboxylase	EC:4.1.1.20, GO:0008836, GO:0009089, KEGG:K01586, RefSeq:WP_016385044.1, SO:0001217, UniParc:UPI000343A2E5, UniRef:UniRef100_UPI000343A2E5, UniRef:UniRef50_Q03CW0, UniRef:UniRef90_Q03CW0
contig_1	cds	157127	157831	+	LPARA_00153	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	COG:COG2171, COG:E, EC:2.3.1.89, GO:0009089, GO:0019877, GO:0047200, RefSeq:WP_003572973.1, SO:0001217, UniParc:UPI000176AB75, UniRef:UniRef100_B3W7E7, UniRef:UniRef50_O34981, UniRef:UniRef90_Q03CW1
contig_1	cds	157839	158990	+	LPARA_00154		N-acetyldiaminopimelate deacetylase	EC:3.5.1.47, GO:0009089, GO:0019877, GO:0050118, KEGG:K05823, RefSeq:WP_016385045.1, SO:0001217, UniParc:UPI000343CB1B, UniRef:UniRef100_UPI000343CB1B, UniRef:UniRef50_Q88V24, UniRef:UniRef90_Q03CW2
contig_1	cds	159134	160039	+	LPARA_00155	dapA	4-hydroxy-tetrahydrodipicolinate synthase	COG:COG0329, COG:EM, EC:4.3.3.7, GO:0005829, GO:0008840, GO:0009089, GO:0019877, RefSeq:WP_003572968.1, SO:0001217, UniParc:UPI0000510E3A, UniRef:UniRef100_Q03CW3, UniRef:UniRef50_Q5FKQ9, UniRef:UniRef90_Q03CW3
contig_1	cds	160036	160803	+	LPARA_00156	dapB	4-hydroxy-tetrahydrodipicolinate reductase	EC:1.17.1.8, GO:0008839, GO:0009089, KEGG:K00215, RefSeq:WP_016385046.1, SO:0001217, UniParc:UPI000343DC9B, UniRef:UniRef100_UPI000343DC9B, UniRef:UniRef50_B2GC12, UniRef:UniRef90_Q03CW4
contig_1	cds	161229	161735	-	LPARA_00157		Integral membrane protein	RefSeq:WP_016366447.1, SO:0001217, UniParc:UPI0003437FE8, UniRef:UniRef100_A0A8E0M753, UniRef:UniRef50_Q03CX2, UniRef:UniRef90_Q03CX2
contig_1	cds	162024	162533	-	LPARA_00158		DUF4293 domain-containing protein	RefSeq:WP_016385047.1, SO:0001217, UniParc:UPI000343D75E, UniRef:UniRef100_UPI000343D75E, UniRef:UniRef50_Q03CX4, UniRef:UniRef90_Q03CX4
contig_1	cds	162752	163474	+	LPARA_00159		Extracellular protein	RefSeq:WP_016385048.1, SO:0001217, UniParc:UPI000343AF90, UniRef:UniRef100_UPI000343AF90, UniRef:UniRef50_Q03CX5, UniRef:UniRef90_Q03CX5
contig_1	cds	163458	163832	-	LPARA_00160		Integral membrane protein	RefSeq:WP_016385049.1, SO:0001217, UniParc:UPI0003438970, UniRef:UniRef100_UPI0003438970, UniRef:UniRef50_Q03CX6, UniRef:UniRef90_Q03CX6
contig_1	cds	163954	164532	-	LPARA_00161		Transcriptional regulator	RefSeq:WP_003604074.1, SO:0001217, UniParc:UPI0002974C1D, UniRef:UniRef100_A0AAP9HE01, UniRef:UniRef50_A0A5P8M2R5, UniRef:UniRef90_Q03CX7
contig_1	cds	164691	166517	+	LPARA_00162		Permease of the major facilitator superfamily	RefSeq:WP_016385050.1, SO:0001217, UniParc:UPI000343B711, UniRef:UniRef100_UPI000343B711, UniRef:UniRef50_D5T3A5, UniRef:UniRef90_Q03CX8
contig_1	cds	166649	167791	-	LPARA_00163		Lipoprotein	SO:0001217, UniRef:UniRef50_Q03CX9, UniRef:UniRef90_Q03CX9
contig_1	cds	168622	169647	+	LPARA_00164	trpD	Anthranilate phosphoribosyltransferase	EC:2.4.2.18, GO:0000162, GO:0000287, GO:0004048, GO:0005829, KEGG:K00766, RefSeq:WP_016385052.1, SO:0001217, UniParc:UPI000343EB96, UniRef:UniRef100_UPI000343EB96, UniRef:UniRef50_Q88WI3, UniRef:UniRef90_Q03CY0
contig_1	cds	169644	170426	+	LPARA_00165	trpC	indole-3-glycerol phosphate synthase TrpC	EC:4.1.1.48, GO:0000162, GO:0004425, GO:0004640, GO:0006568, RefSeq:WP_012490785.1, SO:0001217, UniParc:UPI000176AAE0, UniRef:UniRef100_B3W6W8, UniRef:UniRef50_Q88WI2, UniRef:UniRef90_Q03CY1
contig_1	cds	170454	171053	+	LPARA_00166	trpF	N-(5'-phosphoribosyl)anthranilate isomerase	EC:5.3.1.24, GO:0000162, GO:0004640, GO:0006568, RefSeq:WP_016385053.1, SO:0001217, UniParc:UPI0003437C88, UniRef:UniRef100_UPI0003437C88, UniRef:UniRef50_Q03CY2, UniRef:UniRef90_Q03CY2
contig_1	cds	171037	172257	+	LPARA_00167	trpB	tryptophan synthase subunit beta	COG:COG0133, COG:E, EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005737, GO:0006568, RefSeq:WP_003572943.1, SO:0001217, UniParc:UPI000297BE70, UniRef:UniRef100_UPI000297BE70, UniRef:UniRef50_Q88WI0, UniRef:UniRef90_Q03CY3
contig_1	cds	172250	173044	+	LPARA_00168	trpA	tryptophan synthase subunit alpha	EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005829, GO:0006568, KEGG:K01695, RefSeq:WP_016385054.1, SO:0001217, UniParc:UPI0003437403, UniRef:UniRef100_UPI0003437403, UniRef:UniRef50_P17166, UniRef:UniRef90_P17166
contig_1	cds	173658	174317	-	LPARA_00169		Crp-like transcriptional regulator	RefSeq:WP_003596974.1, SO:0001217, UniParc:UPI00029786B6, UniRef:UniRef100_S2RZ82, UniRef:UniRef90_P29284
contig_1	cds	174366	174950	-	LPARA_00170		DNA-binding ferritin-like protein (Oxidative damage protectant)	RefSeq:WP_013245330.1, SO:0001217, UniParc:UPI0001DBDDD1, UniRef:UniRef100_A0AAP4N5E8, UniRef:UniRef50_C2JTP7, UniRef:UniRef90_Q03CY6
contig_1	cds	175098	175325	-	LPARA_00171	copZ	Copper chaperone	COG:COG2608, COG:P, RefSeq:WP_003562606.1, SO:0001217, UniParc:UPI000176AADA, UniRef:UniRef100_A0A1J3CB28, UniRef:UniRef50_A0A1Y0VWR7, UniRef:UniRef90_Q03CY7
contig_1	cds	175345	177201	-	LPARA_00172		Cd(2+)-exporting ATPase	RefSeq:WP_016385055.1, SO:0001217, UniParc:UPI0003439624, UniRef:UniRef100_UPI0003439624, UniRef:UniRef50_U4TMQ8, UniRef:UniRef90_Q03CY8
contig_1	cds	177546	177767	+	LPARA_00173		hypothetical protein	SO:0001217, UniRef:UniRef50_Q03CZ0, UniRef:UniRef90_Q03CZ0
contig_1	cds	177833	178486	+	LPARA_00174		CPBP family intramembrane metalloprotease	RefSeq:WP_003577283.1, SO:0001217, UniParc:UPI0000E566C7, UniRef:UniRef100_Q03CZ1, UniRef:UniRef50_A0A826HXA4, UniRef:UniRef90_A0A826HXA4
contig_1	cds	179110	180363	+	LPARA_00175	opuBA	Quaternary amine transport ATP-binding protein	COG:COG1125, COG:E, RefSeq:WP_003582881.1, SO:0001217, UniParc:UPI000297866A, UniRef:UniRef100_A0A1V0Q733, UniRef:UniRef50_A0A422MEU9, UniRef:UniRef90_A0A422MEU9
contig_1	cds	180366	180995	+	LPARA_00176	opuBB	Glycine betaine/carnitine/choline ABC transporter, permease protein	COG:COG1174, COG:E, RefSeq:WP_003568628.1, SO:0001217, UniParc:UPI0000E566C6, UniRef:UniRef100_Q03CZ3, UniRef:UniRef50_O34878, UniRef:UniRef90_Q03CZ3
contig_1	cds	181007	181936	+	LPARA_00177	osmF	Periplasmic glycine betaine/choline-binding (Lipo)protein of an ABC-type transport system (Osmoprotectant binding protein)	COG:COG1732, COG:M, RefSeq:WP_003562594.1, SO:0001217, UniParc:UPI0000E566C5, UniRef:UniRef100_Q03CZ4, UniRef:UniRef50_Q45462, UniRef:UniRef90_Q03CZ4
contig_1	cds	181936	182598	+	LPARA_00178	opuBB	Glycine betaine/carnitine/choline ABC transporter, ATP-binding protein	COG:COG1174, COG:E, RefSeq:WP_003562592.1, SO:0001217, UniParc:UPI000176AAD7, UniRef:UniRef100_A0A1J3C873, UniRef:UniRef50_P39775, UniRef:UniRef90_Q03CZ5
contig_1	cds	182812	183072	+	LPARA_00179		Secreted protein	RefSeq:WP_003572931.1, SO:0001217, UniParc:UPI0000510D4E, UniRef:UniRef100_Q03CZ6, UniRef:UniRef50_Q03CZ6, UniRef:UniRef90_Q03CZ6
contig_1	cds	183323	183925	+	LPARA_00180	tetR	Transcriptional regulator, TetR family	RefSeq:WP_003572929.1, SO:0001217, UniParc:UPI0000510D4F, UniRef:UniRef100_Q03CZ7, UniRef:UniRef50_Q03CZ7, UniRef:UniRef90_Q03CZ7
contig_1	cds	183922	187233	+	LPARA_00181		SSD domain-containing protein	RefSeq:WP_016385058.1, SO:0001217, UniParc:UPI000343AE1F, UniRef:UniRef100_UPI000343AE1F, UniRef:UniRef50_A0A0R1S8V7, UniRef:UniRef90_A0A826HN73
contig_1	cds	187398	187538	-	LPARA_00182		Transposase	SO:0001217, UniParc:UPI0002F55A23, UniRef:UniRef100_S2NEF1, UniRef:UniRef50_S2NEF1, UniRef:UniRef90_S2NEF1
contig_1	cds	187915	189288	+	LPARA_00183		Major facilitator superfamily (MFS) profile domain-containing protein	RefSeq:WP_272521643.1, SO:0001217, UniParc:UPI00234B0BF1, UniRef:UniRef100_UPI00234B0BF1, UniRef:UniRef50_A0A826HKG1, UniRef:UniRef90_A0A826HKG1
contig_1	cds	189626	191218	-	LPARA_00184		Bacteriocin ABC transporter ATP-binding and permease components	RefSeq:WP_016385060.1, SO:0001217, UniParc:UPI000343E71A, UniRef:UniRef100_UPI000343E71A, UniRef:UniRef50_A0A806DZ21, UniRef:UniRef90_A0A806DZ21
contig_1	cds	191287	192186	+	LPARA_00185		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A422L9A6, UniRef:UniRef90_A0A422L9A6
contig_1	cds	192375	192695	-	LPARA_00186		Role in replication	RefSeq:WP_003572918.1, SO:0001217, UniParc:UPI0001DBDDC8, UniRef:UniRef100_A0A0C9PY36, UniRef:UniRef50_A0A1S6JLY6, UniRef:UniRef90_Q03D03
contig_1	cds	192760	193113	-	LPARA_00187		Integral membrane protein	RefSeq:WP_016385062.1, SO:0001217, UniParc:UPI0003433108, UniRef:UniRef100_UPI0003433108, UniRef:UniRef50_A0A806LHH2, UniRef:UniRef90_A0AAW6A2G1
contig_1	cds	193390	194082	-	LPARA_00188	gntR	Transcriptional regulator, GntR family	RefSeq:WP_016385063.1, SO:0001217, UniParc:UPI000343572A, UniRef:UniRef100_UPI000343572A, UniRef:UniRef50_U4TUZ6, UniRef:UniRef90_Q03D05
contig_1	cds	194480	195130	+	LPARA_00189		2-keto-3-deoxy-phosphogluconate aldolase	RefSeq:WP_003562571.1, SO:0001217, UniParc:UPI0000510D55, UniRef:UniRef100_Q03D06, UniRef:UniRef50_F1YXN7, UniRef:UniRef90_Q03D06
