## Sun May  3 20:22:47 2026
## emapper-2.1.13
## /home/probiominserver/anaconda3/envs/eggnog-mapper/bin/emapper.py -i ./temp/20260503-wvUp-se8q-xNMC7EYi/0.contigAnn/prokka_result.faa --temp_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output eggNOG_out --cpu 24 --sensmode fast -m diamond --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ELMOCPCJ_00050	543734.LCABL_01970	6.41e-163	455.0	COG3442@1|root,COG3442@2|Bacteria,1U7I9@1239|Firmicutes,4HD1P@91061|Bacilli,3F4CH@33958|Lactobacillaceae	91061|Bacilli	S	glutamine amidotransferase	cobQ	-	-	ko:K07009	-	-	-	-	ko00000	-	-	-	GATase_3
ELMOCPCJ_00051	543734.LCABL_01960	5.9e-137	388.0	COG2085@1|root,COG2085@2|Bacteria,1VW6H@1239|Firmicutes,4HWI6@91061|Bacilli,3F6QU@33958|Lactobacillaceae	91061|Bacilli	S	NADP oxidoreductase coenzyme F420-dependent	-	-	1.5.1.40	ko:K06988	-	-	-	-	ko00000,ko01000	-	-	-	F420_oxidored
ELMOCPCJ_00052	543734.LCABL_01950	1.4e-153	431.0	COG2039@1|root,COG2039@2|Bacteria,1TRRX@1239|Firmicutes,4HCIJ@91061|Bacilli,3F46I@33958|Lactobacillaceae	91061|Bacilli	O	Removes 5-oxoproline from various penultimate amino acid residues except L-proline	pcp	GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0019538,GO:0043170,GO:0044238,GO:0071704,GO:1901564	3.4.19.3	ko:K01304	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C15
ELMOCPCJ_00053	543734.LCABL_01940	2.01e-195	544.0	COG3817@1|root,COG3817@2|Bacteria,1TQ17@1239|Firmicutes,4HAJT@91061|Bacilli,3F5QJ@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF979)	-	-	-	-	-	-	-	-	-	-	-	-	DUF979
ELMOCPCJ_00054	543734.LCABL_01930	4.6e-148	418.0	COG3819@1|root,COG3819@2|Bacteria,1TT00@1239|Firmicutes,4HE38@91061|Bacilli,3F538@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF969)	-	-	-	-	-	-	-	-	-	-	-	-	DUF969
ELMOCPCJ_00055	543734.LCABL_01920	2.39e-93	273.0	COG1302@1|root,COG1302@2|Bacteria,1VJRA@1239|Firmicutes,4HXJN@91061|Bacilli,3F692@33958|Lactobacillaceae	91061|Bacilli	S	Asp23 family, cell envelope-related function	asp2	-	-	-	-	-	-	-	-	-	-	-	Asp23
ELMOCPCJ_00056	543734.LCABL_01910	4.7e-89	261.0	COG1302@1|root,COG1302@2|Bacteria,1VCNX@1239|Firmicutes,4HKR6@91061|Bacilli,3FB58@33958|Lactobacillaceae	91061|Bacilli	S	Asp23 family, cell envelope-related function	asp23	-	-	-	-	-	-	-	-	-	-	-	Asp23
ELMOCPCJ_00057	568703.LGG_00229	1.45e-34	118.0	29QCQ@1|root,30BBZ@2|Bacteria,1U7VV@1239|Firmicutes,4IHT8@91061|Bacilli,3FA8J@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00058	543734.LCABL_01890	2.74e-111	321.0	COG1302@1|root,COG1302@2|Bacteria,1VN34@1239|Firmicutes,4HRAM@91061|Bacilli,3F8AH@33958|Lactobacillaceae	91061|Bacilli	S	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00059	543734.LCABL_01880	7.03e-53	166.0	COG2261@1|root,COG2261@2|Bacteria,1VENK@1239|Firmicutes,4HNKV@91061|Bacilli,3F7EK@33958|Lactobacillaceae	91061|Bacilli	S	Transglycosylase associated protein	-	-	-	-	-	-	-	-	-	-	-	-	Transgly_assoc
ELMOCPCJ_00060	543734.LCABL_01870	1.6e-94	275.0	COG3576@1|root,COG3576@2|Bacteria,1V4U5@1239|Firmicutes,4HX4S@91061|Bacilli,3FBB6@33958|Lactobacillaceae	91061|Bacilli	S	Pyridoxamine 5'-phosphate oxidase	-	-	-	ko:K07006	-	-	-	-	ko00000	-	-	-	Putative_PNPOx
ELMOCPCJ_00061	543734.LCABL_01860	1.93e-217	601.0	COG1052@1|root,COG1052@2|Bacteria,1TPCX@1239|Firmicutes,4HASY@91061|Bacilli,3F4Z6@33958|Lactobacillaceae	91061|Bacilli	CH	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	-	-	1.1.1.26	ko:K00015	ko00630,ko01100,ko01110,ko01120,map00630,map01100,map01110,map01120	-	R00717,R01388	RC00031,RC00042	ko00000,ko00001,ko01000	-	-	-	2-Hacid_dh,2-Hacid_dh_C
ELMOCPCJ_00062	543734.LCABL_01850	1.4e-36	123.0	29QNT@1|root,30BNF@2|Bacteria,1U8D5@1239|Firmicutes,4IIB4@91061|Bacilli,3FAUS@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00063	1423816.BACQ01000030_gene1046	1.36e-50	160.0	2930D@1|root,3270J@2|Bacteria,1USWD@1239|Firmicutes,4IG6X@91061|Bacilli,3F7S4@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00064	543734.LCABL_01830	1.91e-108	312.0	COG0716@1|root,COG0716@2|Bacteria,1U7EW@1239|Firmicutes,4IHAT@91061|Bacilli,3F9HX@33958|Lactobacillaceae	91061|Bacilli	C	Flavodoxin	-	-	-	-	-	-	-	-	-	-	-	-	Flavodoxin_1
ELMOCPCJ_00065	568703.LGG_00220	1.63e-63	194.0	29Q8B@1|root,30B7C@2|Bacteria,1U7P0@1239|Firmicutes,4IHK9@91061|Bacilli,3F9YT@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00066	543734.LCABL_01810	2.09e-116	333.0	29QKG@1|root,30BK4@2|Bacteria,1U898@1239|Firmicutes,4II73@91061|Bacilli,3FAQ9@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00067	1423790.BN53_05765	4.2e-07	49.3	29PI4@1|root,30AG9@2|Bacteria,1U6MC@1239|Firmicutes,4IGE7@91061|Bacilli,3F858@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00068	543734.LCABL_01790	1.58e-74	224.0	COG4272@1|root,COG4272@2|Bacteria,1VAPQ@1239|Firmicutes,4IRG9@91061|Bacilli,3FBP6@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF1634)	ywjH	-	-	-	-	-	-	-	-	-	-	-	DUF1634
ELMOCPCJ_00069	543734.LCABL_01780	2.06e-176	494.0	COG0730@1|root,COG0730@2|Bacteria,1TPMA@1239|Firmicutes,4HCYJ@91061|Bacilli,3FCAW@33958|Lactobacillaceae	91061|Bacilli	S	Sulfite exporter TauE/SafE	yunE	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
ELMOCPCJ_00070	543734.LCABL_01770	1.79e-288	791.0	COG1512@1|root,COG1512@2|Bacteria,1VHE2@1239|Firmicutes,4HJHN@91061|Bacilli,3F75Q@33958|Lactobacillaceae	91061|Bacilli	S	TPM domain	-	-	-	ko:K06872	-	-	-	-	ko00000	-	-	-	TPM_phosphatase
ELMOCPCJ_00071	543734.LCABL_01760	1.77e-149	420.0	29DQI@1|root,300NC@2|Bacteria,1U55V@1239|Firmicutes,4IEX6@91061|Bacilli,3F4UQ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00072	543734.LCABL_01750	0.0	899.0	COG0446@1|root,COG0446@2|Bacteria,1TPWW@1239|Firmicutes,4H9U7@91061|Bacilli,3F449@33958|Lactobacillaceae	91061|Bacilli	C	NADH oxidase	nox	-	1.6.3.4	ko:K17869	-	-	-	-	ko00000,ko01000	-	-	-	Pyr_redox_2,Pyr_redox_dim
ELMOCPCJ_00073	543734.LCABL_01740	0.0	1218.0	COG4529@1|root,COG4529@2|Bacteria,1UZ38@1239|Firmicutes,4HDXC@91061|Bacilli,3F4ZH@33958|Lactobacillaceae	91061|Bacilli	S	FAD-NAD(P)-binding	fnq20	-	-	-	-	-	-	-	-	-	-	-	NAD_binding_9
ELMOCPCJ_00074	1423816.BACQ01000030_gene1057	4.16e-140	404.0	COG1396@1|root,COG1396@2|Bacteria,1UZI0@1239|Firmicutes,4HC2C@91061|Bacilli,3F8VZ@33958|Lactobacillaceae	91061|Bacilli	K	Transcriptional activator, Rgg GadR MutR family	-	-	-	ko:K20373,ko:K20374,ko:K20375	ko02024,map02024	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_3
ELMOCPCJ_00075	1423816.BACQ01000030_gene1058	1.12e-283	786.0	COG1132@1|root,COG1132@2|Bacteria,1TSRV@1239|Firmicutes,4HCIZ@91061|Bacilli,3F6VM@33958|Lactobacillaceae	91061|Bacilli	V	ABC transporter transmembrane region	-	-	-	-	-	-	-	-	-	-	-	-	ABC_membrane,ABC_tran
ELMOCPCJ_00076	543734.LCABL_01730	3e-273	747.0	COG1537@1|root,COG1537@2|Bacteria,1UPQ9@1239|Firmicutes,4IV8X@91061|Bacilli,3FC0K@33958|Lactobacillaceae	91061|Bacilli	S	nuclear-transcribed mRNA catabolic process, no-go decay	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00077	543734.LCABL_01720	1.14e-100	292.0	2BFZ1@1|root,329UX@2|Bacteria,1W1ZW@1239|Firmicutes,4I0E0@91061|Bacilli	91061|Bacilli	S	NUDIX domain	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
ELMOCPCJ_00078	1423816.BACQ01000030_gene1061	1.91e-56	181.0	29Q9A@1|root,30B8E@2|Bacteria,1U7QJ@1239|Firmicutes,4IHMW@91061|Bacilli,3FA0T@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00079	1423816.BACQ01000030_gene1062	1.72e-115	335.0	COG1131@1|root,COG1131@2|Bacteria,1V1P4@1239|Firmicutes,4HDRD@91061|Bacilli,3FC3S@33958|Lactobacillaceae	91061|Bacilli	V	ATPases associated with a variety of cellular activities	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
ELMOCPCJ_00080	1423732.BALS01000077_gene2127	7.02e-86	261.0	29Q10@1|root,30AZH@2|Bacteria,1U7B5@1239|Firmicutes,4IH65@91061|Bacilli,3F994@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00081	568703.LGG_00203	5.22e-59	193.0	2AHJ7@1|root,317WU@2|Bacteria,1U7P7@1239|Firmicutes,4IHKH@91061|Bacilli,3F9Z1@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00082	1423816.BACQ01000030_gene1065	2.01e-131	378.0	2BFQS@1|root,329JG@2|Bacteria,1TZIV@1239|Firmicutes,4IGKR@91061|Bacilli,3F8FT@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00083	543734.LCABL_01690	0.0	1040.0	COG4166@1|root,COG4166@2|Bacteria,1TNYQ@1239|Firmicutes,4HAMK@91061|Bacilli,3F3JE@33958|Lactobacillaceae	91061|Bacilli	E	ABC transporter, substratebinding protein	oppA	-	-	ko:K02035,ko:K15580	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	SBP_bac_5
ELMOCPCJ_00084	568703.LGG_00200	0.0	1610.0	COG3957@1|root,COG3957@2|Bacteria,1TR23@1239|Firmicutes,4HC2J@91061|Bacilli,3F3TZ@33958|Lactobacillaceae	91061|Bacilli	G	Phosphoketolase	xfp	-	4.1.2.22,4.1.2.9	ko:K01621	ko00030,ko00710,ko01100,ko01120,map00030,map00710,map01100,map01120	-	R00761,R01621	RC00032,RC00226	ko00000,ko00001,ko01000	-	-	-	XFP,XFP_C,XFP_N
ELMOCPCJ_00086	543734.LCABL_01660	0.0	907.0	COG0477@1|root,COG2814@2|Bacteria,1VSW8@1239|Firmicutes,4HUQC@91061|Bacilli,3F4AW@33958|Lactobacillaceae	91061|Bacilli	EGP	Major Facilitator	bmr3	-	-	-	-	-	-	-	-	-	-	-	MFS_1
ELMOCPCJ_00087	543734.LCABL_01650	1.37e-129	368.0	COG1309@1|root,COG1309@2|Bacteria,1V1DM@1239|Firmicutes,4HG0Y@91061|Bacilli,3F5CS@33958|Lactobacillaceae	91061|Bacilli	K	Bacterial regulatory proteins, tetR family	yobS	GO:0000976,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043565,GO:0044212,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1903506,GO:1990837,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	TetR_N,WHG
ELMOCPCJ_00088	543734.LCABL_01640	0.0	995.0	COG1511@1|root,COG1511@2|Bacteria,1TQ15@1239|Firmicutes,4H9T9@91061|Bacilli,3F3Y3@33958|Lactobacillaceae	91061|Bacilli	V	domain protein	yhgE	-	-	ko:K01421	-	-	-	-	ko00000	-	-	-	ABC2_membrane_3,DUF3533
ELMOCPCJ_00089	543734.LCABL_01630	1.47e-60	186.0	COG0011@1|root,COG0011@2|Bacteria,1VC4R@1239|Firmicutes,4HSQA@91061|Bacilli,3F7GK@33958|Lactobacillaceae	91061|Bacilli	S	Thiamine-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	Thiamine_BP
ELMOCPCJ_00090	543734.LCABL_01620	4.5e-177	493.0	COG2231@1|root,COG2231@2|Bacteria,1V4SG@1239|Firmicutes,4HI5U@91061|Bacilli,3F62T@33958|Lactobacillaceae	91061|Bacilli	L	Base excision DNA repair protein, HhH-GPD family	-	-	-	ko:K07457	-	-	-	-	ko00000	-	-	-	HhH-GPD
ELMOCPCJ_00091	543734.LCABL_01610	9.54e-204	563.0	COG0639@1|root,COG0639@2|Bacteria,1V1HN@1239|Firmicutes,4HHQ3@91061|Bacilli,3FCCD@33958|Lactobacillaceae	91061|Bacilli	T	Calcineurin-like phosphoesterase superfamily domain	pphA	-	3.1.3.16	ko:K07313	-	-	-	-	ko00000,ko01000	-	-	-	Metallophos
ELMOCPCJ_00092	543734.LCABL_01600	4.35e-282	771.0	COG0282@1|root,COG0282@2|Bacteria,1TQ22@1239|Firmicutes,4HA7K@91061|Bacilli,3F48Z@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction	ackA	-	2.7.2.1	ko:K00925	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00315,R01353	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	Acetate_kinase
ELMOCPCJ_00093	543734.LCABL_01590	0.0	875.0	COG2256@1|root,COG2256@2|Bacteria,1TPVV@1239|Firmicutes,4HAIS@91061|Bacilli,3F3NB@33958|Lactobacillaceae	91061|Bacilli	L	recombination factor protein RarA	rarA	-	-	ko:K07478	-	-	-	-	ko00000	-	-	-	AAA,AAA_assoc_2,MgsA_C,RuvB_N
ELMOCPCJ_00094	543734.LCABL_01580	2.21e-76	227.0	2C1B3@1|root,302T3@2|Bacteria,1U6JW@1239|Firmicutes,4IGCF@91061|Bacilli,3F821@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00095	543734.LCABL_01570	1.59e-220	610.0	COG3152@1|root,COG3152@2|Bacteria,1VP5A@1239|Firmicutes,4IFSK@91061|Bacilli,3F6XM@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF805)	-	-	-	-	-	-	-	-	-	-	-	-	DUF805
ELMOCPCJ_00096	543734.LCABL_01560	0.0	954.0	COG3711@1|root,COG3711@2|Bacteria,1VBUE@1239|Firmicutes,4HN8V@91061|Bacilli,3FBAD@33958|Lactobacillaceae	91061|Bacilli	L	Mga helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	Mga
ELMOCPCJ_00098	543734.LCABL_01540	2.83e-241	665.0	COG4072@1|root,COG4072@2|Bacteria,1VCXS@1239|Firmicutes,4HKJG@91061|Bacilli,3F5HA@33958|Lactobacillaceae	91061|Bacilli	S	Cell surface protein	ynjC	-	-	-	-	-	-	-	-	-	-	-	DUF3324,DUF916
ELMOCPCJ_00099	543734.LCABL_01530	4.8e-170	475.0	COG4886@1|root,COG4886@2|Bacteria,1V9D9@1239|Firmicutes,4HJPY@91061|Bacilli,3F7MH@33958|Lactobacillaceae	91061|Bacilli	S	WxL domain surface cell wall-binding	-	-	-	-	-	-	-	-	-	-	-	-	WxL
ELMOCPCJ_00100	543734.LCABL_01520	3.32e-166	466.0	29WH0@1|root,30I33@2|Bacteria,1U57C@1239|Firmicutes,4IEYT@91061|Bacilli,3F511@33958|Lactobacillaceae	91061|Bacilli	S	WxL domain surface cell wall-binding	-	-	-	-	-	-	-	-	-	-	-	-	WxL
ELMOCPCJ_00102	543734.LCABL_01490	0.0	1186.0	2F70X@1|root,33ZGK@2|Bacteria,1VXAH@1239|Firmicutes,4HXTD@91061|Bacilli,3F9HI@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00103	543734.LCABL_01470	2.1e-134	380.0	COG1670@1|root,COG1670@2|Bacteria,1VCN3@1239|Firmicutes,4HKNF@91061|Bacilli,3F7GP@33958|Lactobacillaceae	91061|Bacilli	J	COG1670 acetyltransferases, including N-acetylases of ribosomal proteins	yoaA	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3
ELMOCPCJ_00104	568703.LGG_00179	4.67e-39	132.0	29Q9W@1|root,30B8Z@2|Bacteria,1U7RE@1239|Firmicutes,4IHNS@91061|Bacilli,3FA2D@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00105	568703.LGG_00178	1.68e-227	627.0	COG0346@1|root,COG0346@2|Bacteria,1TP7I@1239|Firmicutes,4H9ND@91061|Bacilli,3F4PB@33958|Lactobacillaceae	91061|Bacilli	E	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	mhqA	-	-	ko:K15975	-	-	-	-	ko00000	-	-	-	Glyoxalase
ELMOCPCJ_00106	568703.LGG_00169	9.87e-61	187.0	COG1416@1|root,COG1416@2|Bacteria,1VEYT@1239|Firmicutes,4HQQN@91061|Bacilli,3FBBQ@33958|Lactobacillaceae	91061|Bacilli	S	DsrE/DsrF-like family	-	-	-	ko:K09004	-	-	-	-	ko00000	-	-	-	DrsE
ELMOCPCJ_00107	543734.LCABL_01430	0.0	880.0	COG2252@1|root,COG2252@2|Bacteria,1TQC6@1239|Firmicutes,4HANG@91061|Bacilli,3F44D@33958|Lactobacillaceae	91061|Bacilli	S	permease	XK27_07275	-	-	ko:K06901	-	-	-	-	ko00000,ko02000	2.A.1.40	-	-	Xan_ur_permease
ELMOCPCJ_00108	543734.LCABL_01420	3.44e-72	217.0	2EGA1@1|root,33A1U@2|Bacteria,1VPXU@1239|Firmicutes,4HS3Y@91061|Bacilli,3F7WK@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF1516)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1516
ELMOCPCJ_00109	543734.LCABL_01410	4.61e-72	217.0	COG3759@1|root,COG3759@2|Bacteria,1VAVU@1239|Firmicutes,4HQHN@91061|Bacilli,3F7NA@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF1304)	-	-	-	ko:K08987	-	-	-	-	ko00000	-	-	-	DUF1304
ELMOCPCJ_00110	543734.LCABL_01400	1.93e-205	571.0	COG0604@1|root,COG0604@2|Bacteria,1V2UJ@1239|Firmicutes,4HG2A@91061|Bacilli,3F52N@33958|Lactobacillaceae	91061|Bacilli	C	alcohol dehydrogenase	-	-	1.6.5.5	ko:K00344	-	-	-	-	ko00000,ko01000	-	-	-	ADH_zinc_N
ELMOCPCJ_00111	543734.LCABL_01390	1.63e-104	303.0	COG1846@1|root,COG1846@2|Bacteria,1W4X8@1239|Firmicutes,4I172@91061|Bacilli,3F8CB@33958|Lactobacillaceae	91061|Bacilli	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	MarR
ELMOCPCJ_00112	543734.LCABL_01380	1.66e-57	179.0	298HG@1|root,2ZKVW@2|Bacteria,1W538@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00113	543734.LCABL_01370	9.59e-245	671.0	COG1052@1|root,COG1052@2|Bacteria,1TSZ6@1239|Firmicutes,4HCIS@91061|Bacilli,3F4US@33958|Lactobacillaceae	91061|Bacilli	CH	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family	ldhD3	-	1.1.1.28	ko:K03778	ko00620,ko01120,map00620,map01120	-	R00704	RC00044	ko00000,ko00001,ko01000	-	-	-	2-Hacid_dh,2-Hacid_dh_C
ELMOCPCJ_00114	543734.LCABL_01360	3.93e-114	327.0	COG0350@1|root,COG0350@2|Bacteria,1VA03@1239|Firmicutes,4HETA@91061|Bacilli,3F6RF@33958|Lactobacillaceae	91061|Bacilli	L	Methyltransferase	adaB	GO:0003674,GO:0003824,GO:0003908,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360	2.1.1.63	ko:K00567,ko:K10778,ko:K13531	-	-	-	-	ko00000,ko01000,ko03000,ko03400	-	-	-	DNA_binding_1,Methyltransf_1N
ELMOCPCJ_00115	543734.LCABL_01350	1.76e-259	711.0	COG1181@1|root,COG1181@2|Bacteria,1TP2Y@1239|Firmicutes,4H9KB@91061|Bacilli,3F41Z@33958|Lactobacillaceae	91061|Bacilli	F	Belongs to the D-alanine--D-alanine ligase family	ddl	-	6.3.2.4	ko:K01921	ko00473,ko00550,ko01100,ko01502,map00473,map00550,map01100,map01502	-	R01150	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Dala_Dala_lig_C,Dala_Dala_lig_N
ELMOCPCJ_00116	543734.LCABL_01340	3.8e-56	174.0	29QF0@1|root,30BEB@2|Bacteria,1U7ZU@1239|Firmicutes,4IHX8@91061|Bacilli,3FAD7@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00117	543734.LCABL_01330	5.31e-266	727.0	COG1619@1|root,COG1619@2|Bacteria,1TRBB@1239|Firmicutes,4HDUZ@91061|Bacilli,3F3NK@33958|Lactobacillaceae	91061|Bacilli	V	LD-carboxypeptidase	mccF	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S66
ELMOCPCJ_00118	543734.LCABL_01320	9.48e-237	650.0	COG0671@1|root,COG0671@2|Bacteria,1V7AD@1239|Firmicutes,4HJB7@91061|Bacilli,3F4Q4@33958|Lactobacillaceae	91061|Bacilli	I	PAP2 superfamily	yveB	-	-	-	-	-	-	-	-	-	-	-	PAP2
ELMOCPCJ_00119	543734.LCABL_01310	6.29e-56	174.0	COG3877@1|root,COG3877@2|Bacteria,1VGSH@1239|Firmicutes,4HQ68@91061|Bacilli,3F84H@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF2089)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2089
ELMOCPCJ_00120	543734.LCABL_01300	2.3e-12	62.0	2ENBH@1|root,33FZ4@2|Bacteria,1VM60@1239|Firmicutes,4HREG@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00121	543734.LCABL_01300	1.24e-15	70.5	2ENBH@1|root,33FZ4@2|Bacteria,1VM60@1239|Firmicutes,4HREG@91061|Bacilli	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_00122	543734.LCABL_01270	0.0	884.0	COG0277@1|root,COG0277@2|Bacteria,1U53V@1239|Firmicutes,4HDF7@91061|Bacilli	91061|Bacilli	C	COG0277 FAD FMN-containing dehydrogenases	yvdP	-	-	-	-	-	-	-	-	-	-	-	BBE,FAD_binding_4
ELMOCPCJ_00123	543734.LCABL_01260	5.03e-180	501.0	COG0639@1|root,COG0639@2|Bacteria,1V45T@1239|Firmicutes,4HHSG@91061|Bacilli,3F6PM@33958|Lactobacillaceae	91061|Bacilli	T	Calcineurin-like phosphoesterase superfamily domain	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos_2
ELMOCPCJ_00124	543734.LCABL_01250	0.0	895.0	2DBW0@1|root,2ZBE0@2|Bacteria,1V57P@1239|Firmicutes,4HH8K@91061|Bacilli,3F5BJ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PA
ELMOCPCJ_00125	543734.LCABL_01240	6.36e-130	370.0	COG1476@1|root,COG1476@2|Bacteria,1V6QF@1239|Firmicutes,4HIIT@91061|Bacilli,3F7M5@33958|Lactobacillaceae	91061|Bacilli	K	Bacteriophage CI repressor helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	DUF3955,HTH_3
ELMOCPCJ_00127	543734.LCABL_01220	0.0	1476.0	COG1328@1|root,COG1328@2|Bacteria,1TR9K@1239|Firmicutes,4HBIY@91061|Bacilli,3F435@33958|Lactobacillaceae	91061|Bacilli	F	Ribonucleoside-triphosphate reductase	nrdD	-	1.1.98.6	ko:K21636	ko00230,ko00240,ko01100,map00230,map00240,map01100	M00053	R11633,R11634,R11635,R11636	RC00613	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-cone,NRDD
ELMOCPCJ_00128	543734.LCABL_01210	6.26e-169	473.0	COG1277@1|root,COG1277@2|Bacteria,1UYUR@1239|Firmicutes,4HIS1@91061|Bacilli,3F5JZ@33958|Lactobacillaceae	91061|Bacilli	S	COG1277 ABC-type transport system involved in multi-copper enzyme maturation, permease component	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_2
